User,Gender,Location,Date,Type,Label,Code,Platz,Etiqueta,Stamp,Flag
Usuario1047,Female,Estados Unidos,noviembre de 2016,Alone,5,1047.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1048,Female,Estados Unidos,septiembre de 2015,Friends,5,1048.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1049,Female,Estados Unidos,septiembre de 2016,Couple,4,1049.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1050,Female,Estados Unidos,mayo de 2015,Friends,5,1050.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1051,Female,Estados Unidos,febrero de 2015,Friends,5,1051.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1052,Female,Estados Unidos,mayo de 2015,Friends,5,1052.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1053,Female,Estados Unidos,febrero de 2014,Couple,3,1053.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1054,Female,Estados Unidos,junio de 2016,Alone,5,1054.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1055,Female,Estados Unidos,mayo de 2015,Couple,2,1055.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1058,Female,Estados Unidos,febrero de 2014,Couple,4,1058.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1059,Female,Estados Unidos,enero de 2015,Couple,2,1059.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1061,Female,Estados Unidos,marzo de 2017,Family,5,1061.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1064,Female,Estados Unidos,mayo de 2015,Friends,5,1064.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1065,Female,Estados Unidos,junio de 2015,Friends,1,1065.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1066,Female,Estados Unidos,junio de 2015,Family,4,1066.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1067,Female,Estados Unidos,junio de 2015,Family,4,1067.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1068,Female,Estados Unidos,julio de 2016,Alone,5,1068.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1069,Female,Finlandia,desconocido,Friends,3,1069.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1070,Male,Francia,enero de 2014,Couple,5,1070.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1074,Male,Italia,febrero de 2016,Friends,5,1074.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1075,Male,italia,diciembre de 2012,Friends,5,1075.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1076,Female,Nepal,octubre de 2014,Couple,4,1076.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1077,Male,Nicaragua,abril de 2017,Alone,5,1077.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1078,Male,Nicaragua,marzo de 2016,Friends,5,1078.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1079,Male,Noreste,enero de 2016,Family,5,1079.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1080,Male,Noreste,julio de 2014,Family,5,1080.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1082,Male,Noreste,abril de 2015,Alone,4,1082.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1083,Male,Noreste,abril de 2014,Family,5,1083.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1084,Male,Noreste,febrero de 2016,Couple,4,1084.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1086,Male,Noreste,octubre de 2014,Family,5,1086.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1087,Male,Noreste,noviembre de 2015,Couple,5,1087.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1088,Male,Noreste,abril de 2015,Couple,5,1088.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1089,Male,Noreste,septiembre de 2016,Couple,4,1089.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1091,Male,Noreste,marzo de 2015,Couple,5,1091.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1092,Male,Noreste,febrero de 2017,Alone,5,1092.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1094,Male,Noreste,julio de 2015,Family,5,1094.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1095,Male,Noreste,julio de 2015,Family,5,1095.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1098,Male,Noreste,julio de 2014,Friends,5,1098.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1099,Male,Noreste,agosto de 2015,Family,4,1099.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1101,Male,Noreste,marzo de 2016,Friends,5,1101.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1103,Male,Noreste,marzo de 2015,Business,5,1103.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1104,Male,Noreste,mayo de 2015,Friends,4,1104.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1106,Male,Noreste,junio de 2018,Couple,5,1106.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1107,Male,Noreste,febrero de 2014,Friends,5,1107.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1110,Male,Noreste,octubre de 2015,Couple,1,1110.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1112,Male,Noreste,febrero de 2013,Couple,5,1112.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1114,Male,Noreste,julio de 2017,Family,5,1114.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1115,Male,Noreste,marzo de 2015,Couple,5,1115.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1117,Male,Noreste,septiembre de 2016,Friends,5,1117.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1118,Male,Noreste,julio de 2015,Family,5,1118.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1121,Female,Noreste,septiembre de 2015,Family,5,1121.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1123,Female,Noreste,julio de 2013,Family,5,1123.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1124,Female,Noreste,agosto de 2012,Couple,5,1124.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1125,Female,Noreste,octubre de 2018,Couple,5,1125.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1127,Female,Noreste,marzo de 2016,Family,5,1127.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1128,Female,Noreste,julio de 2015,Family,4,1128.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1129,Female,Noreste,abril de 2016,Friends,4,1129.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1132,Female,Noreste,abril de 2014,Couple,4,1132.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1133,Female,Noreste,junio de 2016,Family,5,1133.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1134,Female,Noreste,julio de 2016,Friends,5,1134.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1135,Female,Noreste,agosto de 2015,Family,5,1135.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1136,Female,Noreste,julio de 2015,Couple,5,1136.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1138,Female,Noreste,diciembre de 2018,Couple,5,1138.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1140,Female,Noreste,agosto de 2014,Family,5,1140.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1141,Female,Noreste,abril de 2015,Couple,5,1141.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1142,Female,Noreste,mayo de 2017,Friends,5,1142.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1143,Female,Noreste,enero de 2016,Couple,5,1143.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1144,Female,Noreste,abril de 2015,Couple,3,1144.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1145,Female,Noreste,abril de 2015,Couple,3,1145.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1147,Female,Noreste,noviembre de 2016,Family,1,1147.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1148,Female,Noreste,noviembre de 2015,Friends,2,1148.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1149,Female,Noreste,marzo de 2016,Family,3,1149.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1151,Female,Noreste,septiembre de 2015,Family,5,1151.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1152,Female,Noreste,julio de 2014,Family,5,1152.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1154,Female,Noreste,junio de 2017,Couple,4,1154.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1155,Female,Noreste,enero de 2016,Family,5,1155.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1157,Female,Noreste,noviembre de 2014,Family,5,1157.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1159,Female,Noreste,abril de 2015,Family,5,1159.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1160,Female,Noreste,agosto de 2016,Family,5,1160.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1161,Female,Noreste,agosto de 2016,Family,5,1161.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1162,Female,Noreste,junio de 2015,Friends,5,1162.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1165,Male,Noroeste,abril de 2015,Couple,4,1165.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1166,Male,Noroeste,abril de 2014,Couple,5,1166.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1167,Male,Noroeste,marzo de 2016,Family,5,1167.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1168,Male,Noroeste,junio de 2018,Family,5,1168.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1169,Male,Noroeste,agosto de 2017,Alone,5,1169.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1171,Male,Noroeste,agosto de 2014,Family,4,1171.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1174,Male,Noroeste,agosto de 2017,Couple,5,1174.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1175,Male,Noroeste,agosto de 2015,Family,3,1175.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1177,Male,Noroeste,julio de 2015,Friends,5,1177.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1178,Male,Noroeste,abril de 2016,Couple,5,1178.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1181,Male,Noroeste,febrero de 2014,Couple,5,1181.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1183,Male,Noroeste,abril de 2014,Couple,3,1183.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1184,Male,Noroeste,abril de 2016,Friends,5,1184.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1187,Female,Noroeste,agosto de 2016,Family,5,1187.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1188,Female,Noroeste,mayo de 2017,Family,5,1188.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1190,Female,Noroeste,agosto de 2015,Friends,5,1190.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1191,Female,Noroeste,julio de 2014,Family,5,1191.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1193,Female,Noroeste,agosto de 2014,Couple,5,1193.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1195,Female,Noroeste,diciembre de 2016,Family,4,1195.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1196,Female,Noroeste,julio de 2016,Friends,5,1196.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1197,Female,Noroeste,noviembre de 2015,Couple,4,1197.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1198,Female,Noroeste,marzo de 2017,Family,5,1198.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1199,Female,Noroeste,mayo de 2015,Friends,4,1199.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1200,Female,Noroeste,enero de 2017,Couple,4,1200.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1201,Female,Noroeste,enero de 2015,Friends,1,1201.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1202,Female,Noroeste,abril de 2016,Friends,2,1202.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1205,Female,Noroeste,octubre de 2015,Couple,5,1205.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1206,Female,Noroeste,enero de 2015,Couple,5,1206.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1207,Female,Noroeste,junio de 2015,Friends,5,1207.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1209,Female,Noruega,septiembre de 2014,Friends,5,1209.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1210,Male,Nueva Zelanda,octubre de 2016,Couple,4,1210.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1211,Female,Nueva Zelanda,julio de 2015,Couple,3,1211.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1212,Male,Occidente,diciembre de 2013,Couple,5,1212.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1213,Male,Occidente,julio de 2014,Family,4,1213.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1216,Male,Occidente,julio de 2014,Family,5,1216.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1217,Male,Occidente,noviembre de 2014,Couple,5,1217.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1220,Male,Occidente,diciembre de 2013,Family,5,1220.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1221,Male,Occidente,diciembre de 2013,Family,5,1221.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1222,Male,Occidente,septiembre de 2020,Couple,5,1222.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1223,Male,Occidente,septiembre de 2016,Couple,4,1223.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1224,Male,Occidente,mayo de 2015,Friends,5,1224.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1225,Male,Occidente,septiembre de 2015,Friends,5,1225.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1227,Male,Occidente,julio de 2015,Family,4,1227.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1228,Male,Occidente,febrero de 2013,Family,4,1228.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1229,Male,Occidente,febrero de 2014,Friends,5,1229.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1232,Male,Occidente,mayo de 2016,Friends,5,1232.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1233,Male,Occidente,octubre de 2015,Couple,1,1233.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1234,Male,Occidente,septiembre de 2015,Family,5,1234.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1235,Male,Occidente,enero de 2017,Family,5,1235.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1236,Male,Occidente,mayo de 2015,Family,5,1236.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1237,Male,Occidente,mayo de 2017,Couple,4,1237.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1238,Male,Occidente,septiembre de 2015,Family,5,1238.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1239,Male,Occidente,diciembre de 2013,Business,5,1239.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1241,Male,Occidente,noviembre de 2014,Couple,4,1241.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1242,Male,Occidente,junio de 2014,Business,5,1242.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1243,Male,Occidente,enero de 2013,Couple,5,1243.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1245,Male,Occidente,mayo de 2014,Business,5,1245.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1246,Male,Occidente,enero de 2016,Couple,3,1246.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1247,Male,Occidente,septiembre de 2014,Friends,4,1247.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1248,Male,Occidente,diciembre de 2012,Friends,5,1248.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1249,Male,Occidente,mayo de 2015,Family,5,1249.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1250,Male,Occidente,marzo de 2016,Family,5,1250.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1251,Male,Occidente,marzo de 2015,Alone,5,1251.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1253,Male,Occidente,mayo de 2016,Friends,5,1253.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1254,Male,Occidente,marzo de 2015,Friends,5,1254.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1255,Male,Occidente,diciembre de 2013,Family,5,1255.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1256,Male,Occidente,enero de 2016,Friends,4,1256.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1257,Male,Occidente,enero de 2016,Family,5,1257.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1258,Male,Occidente,marzo de 2019,Couple,4,1258.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1260,Male,Occidente,mayo de 2014,Friends,5,1260.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1263,Male,Occidente,mayo de 2014,Couple,5,1263.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1265,Male,Occidente,septiembre de 2015,Couple,4,1265.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario1266,Male,Occidente,abril de 2014,Couple,5,1266.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario1268,Male,Occidente,noviembre de 2015,Couple,5,1268.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
